season,round,raceName,date,driver,constructor,position,grid,laps,status,time,points
1998,1,Australian Grand Prix,1998-03-08,Häkkinen,McLaren,1,1,58,Finished,1:31:46.0,10
1998,1,Australian Grand Prix,1998-03-08,Coulthard,McLaren,2,2,58,Finished,+0.702,6
1998,1,Australian Grand Prix,1998-03-08,Frentzen,Williams,3,6,57,+1 Lap,,4
1998,1,Australian Grand Prix,1998-03-08,Irvine,Ferrari,4,8,57,+1 Lap,,3
1998,1,Australian Grand Prix,1998-03-08,Villeneuve,Williams,5,4,57,+1 Lap,,2
1998,1,Australian Grand Prix,1998-03-08,Herbert,Sauber,6,5,57,+1 Lap,,1
1998,1,Australian Grand Prix,1998-03-08,Wurz,Benetton,7,11,57,+1 Lap,,0
1998,1,Australian Grand Prix,1998-03-08,Hill,Jordan,8,10,57,+1 Lap,,0
1998,1,Australian Grand Prix,1998-03-08,Panis,Prost,9,21,57,+1 Lap,,0
1998,1,Australian Grand Prix,1998-03-08,Fisichella,Benetton,10,7,43,Broken wing,,0
1998,1,Australian Grand Prix,1998-03-08,Alesi,Sauber,11,12,41,Engine,,0
1998,1,Australian Grand Prix,1998-03-08,Trulli,Prost,12,15,26,Gearbox,,0
1998,1,Australian Grand Prix,1998-03-08,Rosset,Tyrrell,13,19,25,Gearbox,,0
1998,1,Australian Grand Prix,1998-03-08,Salo,Arrows,14,16,23,Gearbox,,0
1998,1,Australian Grand Prix,1998-03-08,Tuero,Minardi,15,17,22,Engine,,0
1998,1,Australian Grand Prix,1998-03-08,Nakano,Minardi,16,22,8,Halfshaft,,0
1998,1,Australian Grand Prix,1998-03-08,Schumacher,Ferrari,17,3,5,Engine,,0
1998,1,Australian Grand Prix,1998-03-08,Diniz,Arrows,18,20,2,Gearbox,,0
1998,1,Australian Grand Prix,1998-03-08,Schumacher,Jordan,19,9,1,Collision,,0
1998,1,Australian Grand Prix,1998-03-08,Magnussen,Stewart,20,18,1,Collision,,0
1998,1,Australian Grand Prix,1998-03-08,Takagi,Tyrrell,21,13,1,Spun off,,0
1998,1,Australian Grand Prix,1998-03-08,Barrichello,Stewart,22,14,0,Gearbox,,0
1998,2,Brazilian Grand Prix,1998-03-29,Häkkinen,McLaren,1,1,72,Finished,1:37:12.2,10
1998,2,Brazilian Grand Prix,1998-03-29,Coulthard,McLaren,2,2,72,Finished,+1.102,6
