season,round,raceName,date,driver,constructor,position,grid,laps,status,time,points
2009,1,Australian Grand Prix,2009-03-29,Button,Brawn,1,1,58,Finished,1:34:15.784,10
2009,1,Australian Grand Prix,2009-03-29,Barrichello,Brawn,2,2,58,Finished,+0.807,8
2009,1,Australian Grand Prix,2009-03-29,Trulli,Toyota,3,20,58,Finished,+1.604,6
2009,1,Australian Grand Prix,2009-03-29,Glock,Toyota,4,19,58,Finished,+4.435,5
2009,1,Australian Grand Prix,2009-03-29,Alonso,Renault,5,10,58,Finished,+4.879,4
2009,1,Australian Grand Prix,2009-03-29,Rosberg,Williams,6,5,58,Finished,+5.722,3
2009,1,Australian Grand Prix,2009-03-29,Buemi,Toro Rosso,7,13,58,Finished,+6.004,2
2009,1,Australian Grand Prix,2009-03-29,Bourdais,Toro Rosso,8,17,58,Finished,+6.298,1
2009,1,Australian Grand Prix,2009-03-29,Sutil,Force India,9,16,58,Finished,+6.335,0
2009,1,Australian Grand Prix,2009-03-29,Heidfeld,BMW Sauber,10,9,58,Finished,+7.085,0
2009,1,Australian Grand Prix,2009-03-29,Fisichella,Force India,11,15,58,Finished,+7.374,0
2009,1,Australian Grand Prix,2009-03-29,Webber,Red Bull,12,8,57,+1 Lap,,0
2009,1,Australian Grand Prix,2009-03-29,Vettel,Red Bull,13,3,56,Collision,,0
2009,1,Australian Grand Prix,2009-03-29,Kubica,BMW Sauber,14,4,55,Collision,,0
2009,1,Australian Grand Prix,2009-03-29,Räikkönen,Ferrari,15,7,55,Differential,,0
2009,1,Australian Grand Prix,2009-03-29,Massa,Ferrari,16,6,45,Suspension,,0
2009,1,Australian Grand Prix,2009-03-29,Piquet Jr.,Renault,17,14,24,Spun off,,0
2009,1,Australian Grand Prix,2009-03-29,Nakajima,Williams,18,11,17,Accident,,0
2009,1,Australian Grand Prix,2009-03-29,Kovalainen,McLaren,19,12,0,Collision,,0
2009,1,Australian Grand Prix,2009-03-29,Hamilton,McLaren,20,18,58,Disqualified,,0
2009,2,Malaysian Grand Prix,2009-04-05,Button,Brawn,1,1,31,Finished,1:10:52.092,5
2009,2,Malaysian Grand Prix,2009-04-05,Heidfeld,BMW Sauber,2,10,31,Finished,+22.722,4
2009,2,Malaysian Grand Prix,2009-04-05,Glock,Toyota,3,3,31,Finished,+23.513,3
2009,2,Malaysian Grand Prix,2009-04-05,Trulli,Toyota,4,2,31,Finished,+46.173,2.5
2009,2,Malaysian Grand Prix,2009-04-05,Barrichello,Brawn,5,8,31,Finished,+47.360,2
2009,2,Malaysian Grand Prix,2009-04-05,Webber,Red Bull,6,5,31,Finished,+52.333,1.5
2009,2,Malaysian Grand Prix,2009-04-05,Hamilton,McLaren,7,12,31,Finished,+1:00.733,1
2009,2,Malaysian Grand Prix,2009-04-05,Rosberg,Williams,8,4,31,Finished,+1:11.576,0.5
2009,2,Malaysian Grand Prix,2009-04-05,Massa,Ferrari,9,16,31,Finished,+1:16.932,0
2009,2,Malaysian Grand Prix,2009-04-05,Bourdais,Toro Rosso,10,15,31,Finished,+1:42.164,0
2009,2,Malaysian Grand Prix,2009-04-05,Alonso,Renault,11,9,31,+1 Lap,,0
2009,2,Malaysian Grand Prix,2009-04-05,Nakajima,Williams,12,11,31,+1 Lap,,0
2009,2,Malaysian Grand Prix,2009-04-05,Piquet Jr.,Renault,13,17,31,+1 Lap,,0
2009,2,Malaysian Grand Prix,2009-04-05,Räikkönen,Ferrari,14,7,31,+1 Lap,,0
2009,2,Malaysian Grand Prix,2009-04-05,Vettel,Red Bull,15,13,30,Spun off,,0
2009,2,Malaysian Grand Prix,2009-04-05,Buemi,Toro Rosso,16,20,30,Spun off,,0
2009,2,Malaysian Grand Prix,2009-04-05,Sutil,Force India,17,19,30,+1 Lap,,0
2009,2,Malaysian Grand Prix,2009-04-05,Fisichella,Force India,18,18,29,Spun off,,0
2009,2,Malaysian Grand Prix,2009-04-05,Kubica,BMW Sauber,19,6,1,Engine,,0
2009,2,Malaysian Grand Prix,2009-04-05,Kovalainen,McLaren,20,14,0,Spun off,,0
2009,3,Chinese Grand Prix,2009-04-19,Vettel,Red Bull,1,1,56,Finished,1:57:43.485,10
2009,3,Chinese Grand Prix,2009-04-19,Webber,Red Bull,2,3,56,Finished,+10.970,8
2009,3,Chinese Grand Prix,2009-04-19,Button,Brawn,3,5,56,Finished,+44.975,6
2009,3,Chinese Grand Prix,2009-04-19,Barrichello,Brawn,4,4,56,Finished,+1:03.704,5
2009,3,Chinese Grand Prix,2009-04-19,Kovalainen,McLaren,5,12,56,Finished,+1:05.102,4
2009,3,Chinese Grand Prix,2009-04-19,Hamilton,McLaren,6,9,56,Finished,+1:11.866,3
2009,3,Chinese Grand Prix,2009-04-19,Glock,Toyota,7,19,56,Finished,+1:14.476,2
2009,3,Chinese Grand Prix,2009-04-19,Buemi,Toro Rosso,8,10,56,Finished,+1:16.439,1
2009,3,Chinese Grand Prix,2009-04-19,Alonso,Renault,9,2,56,Finished,+1:24.309,0
2009,3,Chinese Grand Prix,2009-04-19,Räikkönen,Ferrari,10,8,56,Finished,+1:31.750,0
2009,3,Chinese Grand Prix,2009-04-19,Bourdais,Toro Rosso,11,15,56,Finished,+1:34.156,0
2009,3,Chinese Grand Prix,2009-04-19,Heidfeld,BMW Sauber,12,11,56,Finished,+1:35.834,0
2009,3,Chinese Grand Prix,2009-04-19,Kubica,BMW Sauber,13,17,56,Finished,+1:46.853,0
2009,3,Chinese Grand Prix,2009-04-19,Fisichella,Force India,14,20,55,+1 Lap,,0
2009,3,Chinese Grand Prix,2009-04-19,Rosberg,Williams,15,7,55,+1 Lap,,0
2009,3,Chinese Grand Prix,2009-04-19,Piquet Jr.,Renault,16,16,54,+2 Laps,,0
2009,3,Chinese Grand Prix,2009-04-19,Sutil,Force India,17,18,50,Spun off,,0
2009,3,Chinese Grand Prix,2009-04-19,Nakajima,Williams,18,14,43,Retired,,0
2009,3,Chinese Grand Prix,2009-04-19,Massa,Ferrari,19,13,20,Electronics,,0
2009,3,Chinese Grand Prix,2009-04-19,Trulli,Toyota,20,6,18,Collision,,0
2009,4,Bahrain Grand Prix,2009-04-26,Button,Brawn,1,4,57,Finished,1:31:48.182,10
2009,4,Bahrain Grand Prix,2009-04-26,Vettel,Red Bull,2,3,57,Finished,+7.187,8
2009,4,Bahrain Grand Prix,2009-04-26,Trulli,Toyota,3,1,57,Finished,+9.170,6
2009,4,Bahrain Grand Prix,2009-04-26,Hamilton,McLaren,4,5,57,Finished,+22.096,5
2009,4,Bahrain Grand Prix,2009-04-26,Barrichello,Brawn,5,6,57,Finished,+37.779,4
2009,4,Bahrain Grand Prix,2009-04-26,Räikkönen,Ferrari,6,10,57,Finished,+42.057,3
2009,4,Bahrain Grand Prix,2009-04-26,Glock,Toyota,7,2,57,Finished,+42.880,2
2009,4,Bahrain Grand Prix,2009-04-26,Alonso,Renault,8,7,57,Finished,+52.775,1
2009,4,Bahrain Grand Prix,2009-04-26,Rosberg,Williams,9,9,57,Finished,+58.198,0
2009,4,Bahrain Grand Prix,2009-04-26,Piquet Jr.,Renault,10,15,57,Finished,+1:05.149,0
2009,4,Bahrain Grand Prix,2009-04-26,Webber,Red Bull,11,18,57,Finished,+1:07.641,0
2009,4,Bahrain Grand Prix,2009-04-26,Kovalainen,McLaren,12,11,57,Finished,+1:17.824,0
2009,4,Bahrain Grand Prix,2009-04-26,Bourdais,Toro Rosso,13,20,57,Finished,+1:18.805,0
