season,round,raceName,date,driver,constructor,position,grid,laps,status,time,points
2000,1,Australian Grand Prix,2000-03-12,Schumacher,Ferrari,1,3,58,Finished,1:34:01.987,10
2000,1,Australian Grand Prix,2000-03-12,Barrichello,Ferrari,2,4,58,Finished,+11.415,6
2000,1,Australian Grand Prix,2000-03-12,Schumacher,Williams,3,11,58,Finished,+20.009,4
2000,1,Australian Grand Prix,2000-03-12,Villeneuve,BAR,4,8,58,Finished,+44.447,3
2000,1,Australian Grand Prix,2000-03-12,Fisichella,Benetton,5,9,58,Finished,+45.165,2
2000,1,Australian Grand Prix,2000-03-12,Zonta,BAR,6,16,58,Finished,+46.468,1
2000,1,Australian Grand Prix,2000-03-12,Wurz,Benetton,7,14,58,Finished,+46.915,0
2000,1,Australian Grand Prix,2000-03-12,Gené,Minardi,8,18,57,+1 Lap,,0
2000,1,Australian Grand Prix,2000-03-12,Heidfeld,Prost,9,15,56,+2 Laps,,0
2000,1,Australian Grand Prix,2000-03-12,Salo,Sauber,10,10,58,Disqualified,,0
2000,1,Australian Grand Prix,2000-03-12,Button,Williams,11,21,46,Engine,,0
2000,1,Australian Grand Prix,2000-03-12,Diniz,Sauber,12,19,41,Transmission,,0
2000,1,Australian Grand Prix,2000-03-12,Mazzacane,Minardi,13,22,40,Gearbox,,0
2000,1,Australian Grand Prix,2000-03-12,Frentzen,Jordan,14,5,39,Hydraulics,,0
2000,1,Australian Grand Prix,2000-03-12,Trulli,Jordan,15,6,35,Engine,,0
2000,1,Australian Grand Prix,2000-03-12,Alesi,Prost,16,17,27,Hydraulics,,0
2000,1,Australian Grand Prix,2000-03-12,Häkkinen,McLaren,17,1,18,Engine,,0
2000,1,Australian Grand Prix,2000-03-12,Verstappen,Arrows,18,13,16,Suspension,,0
2000,1,Australian Grand Prix,2000-03-12,Coulthard,McLaren,19,2,11,Engine,,0
2000,1,Australian Grand Prix,2000-03-12,de la Rosa,Arrows,20,12,6,Suspension,,0
2000,1,Australian Grand Prix,2000-03-12,Irvine,Jaguar,21,7,6,Spun off,,0
2000,1,Australian Grand Prix,2000-03-12,Herbert,Jaguar,22,20,1,Clutch,,0
2000,2,Brazilian Grand Prix,2000-03-26,Schumacher,Ferrari,1,3,71,Finished,1:31:35.271,10
2000,2,Brazilian Grand Prix,2000-03-26,Fisichella,Benetton,2,5,71,Finished,+39.898,6
2000,2,Brazilian Grand Prix,2000-03-26,Frentzen,Jordan,3,7,71,Finished,+42.268,4
2000,2,Brazilian Grand Prix,2000-03-26,Trulli,Jordan,4,12,71,Finished,+1:12.780,3
2000,2,Brazilian Grand Prix,2000-03-26,Schumacher,Williams,5,11,70,+1 Lap,,2
2000,2,Brazilian Grand Prix,2000-03-26,Button,Williams,6,9,70,+1 Lap,,1
2000,2,Brazilian Grand Prix,2000-03-26,Verstappen,Arrows,7,14,70,+1 Lap,,0
2000,2,Brazilian Grand Prix,2000-03-26,de la Rosa,Arrows,8,16,70,+1 Lap,,0
2000,2,Brazilian Grand Prix,2000-03-26,Zonta,BAR,9,8,69,+2 Laps,,0
2000,2,Brazilian Grand Prix,2000-03-26,Mazzacane,Minardi,10,20,69,+2 Laps,,0
2000,2,Brazilian Grand Prix,2000-03-26,Coulthard,McLaren,11,2,71,Disqualified,,0
2000,2,Brazilian Grand Prix,2000-03-26,Herbert,Jaguar,12,17,51,Gearbox,,0
2000,2,Brazilian Grand Prix,2000-03-26,Gené,Minardi,13,18,31,Engine,,0
2000,2,Brazilian Grand Prix,2000-03-26,Häkkinen,McLaren,14,1,30,Oil pressure,,0
2000,2,Brazilian Grand Prix,2000-03-26,Barrichello,Ferrari,15,4,27,Hydraulics,,0
2000,2,Brazilian Grand Prix,2000-03-26,Irvine,Jaguar,16,6,20,Spun off,,0
2000,2,Brazilian Grand Prix,2000-03-26,Villeneuve,BAR,17,10,16,Gearbox,,0
2000,2,Brazilian Grand Prix,2000-03-26,Alesi,Prost,18,15,11,Electrical,,0
2000,2,Brazilian Grand Prix,2000-03-26,Heidfeld,Prost,19,19,9,Engine,,0
2000,2,Brazilian Grand Prix,2000-03-26,Wurz,Benetton,20,13,6,Engine,,0
2000,2,Brazilian Grand Prix,2000-03-26,Diniz,Sauber,21,0,0,Safety concerns,,0
2000,2,Brazilian Grand Prix,2000-03-26,Salo,Sauber,22,0,0,Safety concerns,,0
2000,3,San Marino Grand Prix,2000-04-09,Schumacher,Ferrari,1,2,62,Finished,1:31:39.776,10
2000,3,San Marino Grand Prix,2000-04-09,Häkkinen,McLaren,2,1,62,Finished,+1.168,6
2000,3,San Marino Grand Prix,2000-04-09,Coulthard,McLaren,3,3,62,Finished,+51.008,4
2000,3,San Marino Grand Prix,2000-04-09,Barrichello,Ferrari,4,4,62,Finished,+1:29.276,3
2000,3,San Marino Grand Prix,2000-04-09,Villeneuve,BAR,5,9,61,+1 Lap,,2
2000,3,San Marino Grand Prix,2000-04-09,Salo,Sauber,6,12,61,+1 Lap,,1
2000,3,San Marino Grand Prix,2000-04-09,Irvine,Jaguar,7,7,61,+1 Lap,,0
2000,3,San Marino Grand Prix,2000-04-09,Diniz,Sauber,8,10,61,+1 Lap,,0
2000,3,San Marino Grand Prix,2000-04-09,Wurz,Benetton,9,11,61,+1 Lap,,0
2000,3,San Marino Grand Prix,2000-04-09,Herbert,Jaguar,10,17,61,+1 Lap,,0
2000,3,San Marino Grand Prix,2000-04-09,Fisichella,Benetton,11,19,61,+1 Lap,,0
2000,3,San Marino Grand Prix,2000-04-09,Zonta,BAR,12,14,61,+1 Lap,,0
2000,3,San Marino Grand Prix,2000-04-09,Mazzacane,Minardi,13,20,60,+2 Laps,,0
2000,3,San Marino Grand Prix,2000-04-09,Verstappen,Arrows,14,16,59,+3 Laps,,0
2000,3,San Marino Grand Prix,2000-04-09,Trulli,Jordan,15,8,58,Gearbox,,0
2000,3,San Marino Grand Prix,2000-04-09,de la Rosa,Arrows,16,13,49,Spun off,,0
2000,3,San Marino Grand Prix,2000-04-09,Schumacher,Williams,17,5,45,Fuel system,,0
2000,3,San Marino Grand Prix,2000-04-09,Alesi,Prost,18,15,25,Hydraulics,,0
2000,3,San Marino Grand Prix,2000-04-09,Heidfeld,Prost,19,22,22,Hydraulics,,0
2000,3,San Marino Grand Prix,2000-04-09,Button,Williams,20,18,5,Engine,,0
2000,3,San Marino Grand Prix,2000-04-09,Gené,Minardi,21,21,5,Spun off,,0
2000,3,San Marino Grand Prix,2000-04-09,Frentzen,Jordan,22,6,4,Gearbox,,0
2000,4,British Grand Prix,2000-04-23,Coulthard,McLaren,1,4,60,Finished,1:28:50.108,10
2000,4,British Grand Prix,2000-04-23,Häkkinen,McLaren,2,3,60,Finished,+1.477,6
2000,4,British Grand Prix,2000-04-23,Schumacher,Ferrari,3,5,60,Finished,+19.917,4
2000,4,British Grand Prix,2000-04-23,Schumacher,Williams,4,7,60,Finished,+41.312,3
2000,4,British Grand Prix,2000-04-23,Button,Williams,5,6,60,Finished,+57.759,2
2000,4,British Grand Prix,2000-04-23,Trulli,Jordan,6,11,60,Finished,+1:19.273,1
2000,4,British Grand Prix,2000-04-23,Fisichella,Benetton,7,12,59,+1 Lap,,0
2000,4,British Grand Prix,2000-04-23,Salo,Sauber,8,18,59,+1 Lap,,0
2000,4,British Grand Prix,2000-04-23,Wurz,Benetton,9,20,59,+1 Lap,,0
2000,4,British Grand Prix,2000-04-23,Alesi,Prost,10,15,59,+1 Lap,,0
2000,4,British Grand Prix,2000-04-23,Diniz,Sauber,11,13,59,+1 Lap,,0
2000,4,British Grand Prix,2000-04-23,Herbert,Jaguar,12,14,59,+1 Lap,,0
2000,4,British Grand Prix,2000-04-23,Irvine,Jaguar,13,9,59,+1 Lap,,0
2000,4,British Grand Prix,2000-04-23,Gené,Minardi,14,21,59,+1 Lap,,0
2000,4,British Grand Prix,2000-04-23,Mazzacane,Minardi,15,22,59,+1 Lap,,0
2000,4,British Grand Prix,2000-04-23,Villeneuve,BAR,16,10,56,+4 Laps,,0
2000,4,British Grand Prix,2000-04-23,Frentzen,Jordan,17,2,54,+6 Laps,,0
2000,4,British Grand Prix,2000-04-23,Heidfeld,Prost,18,17,51,Engine,,0
2000,4,British Grand Prix,2000-04-23,Zonta,BAR,19,16,36,Spun off,,0
2000,4,British Grand Prix,2000-04-23,Barrichello,Ferrari,20,1,35,Hydraulics,,0
2000,4,British Grand Prix,2000-04-23,de la Rosa,Arrows,21,19,26,Electrical,,0
2000,4,British Grand Prix,2000-04-23,Verstappen,Arrows,22,8,20,Electrical,,0
2000,5,Spanish Grand Prix,2000-05-07,Häkkinen,McLaren,1,2,65,Finished,1:33:55.390,10
2000,5,Spanish Grand Prix,2000-05-07,Coulthard,McLaren,2,4,65,Finished,+16.066,6
2000,5,Spanish Grand Prix,2000-05-07,Barrichello,Ferrari,3,3,65,Finished,+29.112,4
2000,5,Spanish Grand Prix,2000-05-07,Schumacher,Williams,4,5,65,Finished,+37.311,3
2000,5,Spanish Grand Prix,2000-05-07,Schumacher,Ferrari,5,1,65,Finished,+47.983,2
2000,5,Spanish Grand Prix,2000-05-07,Frentzen,Jordan,6,8,65,Finished,+1:21.925,1
2000,5,Spanish Grand Prix,2000-05-07,Salo,Sauber,7,12,64,+1 Lap,,0
2000,5,Spanish Grand Prix,2000-05-07,Zonta,BAR,8,16,64,+1 Lap,,0
2000,5,Spanish Grand Prix,2000-05-07,Fisichella,Benetton,9,13,64,+1 Lap,,0
2000,5,Spanish Grand Prix,2000-05-07,Wurz,Benetton,10,18,64,+1 Lap,,0
2000,5,Spanish Grand Prix,2000-05-07,Irvine,Jaguar,11,9,64,+1 Lap,,0
2000,5,Spanish Grand Prix,2000-05-07,Trulli,Jordan,12,7,64,+1 Lap,,0
2000,5,Spanish Grand Prix,2000-05-07,Herbert,Jaguar,13,14,64,+1 Lap,,0
2000,5,Spanish Grand Prix,2000-05-07,Gené,Minardi,14,20,63,+2 Laps,,0
2000,5,Spanish Grand Prix,2000-05-07,Mazzacane,Minardi,15,21,63,+2 Laps,,0
2000,5,Spanish Grand Prix,2000-05-07,Heidfeld,Prost,16,19,62,+3 Laps,,0
2000,5,Spanish Grand Prix,2000-05-07,Button,Williams,17,10,61,Engine,,0
2000,5,Spanish Grand Prix,2000-05-07,Verstappen,Arrows,18,11,25,Gearbox,,0
2000,5,Spanish Grand Prix,2000-05-07,Villeneuve,BAR,19,6,21,Hydraulics,,0
2000,5,Spanish Grand Prix,2000-05-07,Alesi,Prost,20,17,1,Collision,,0
2000,5,Spanish Grand Prix,2000-05-07,de la Rosa,Arrows,21,22,1,Collision,,0
2000,5,Spanish Grand Prix,2000-05-07,Diniz,Sauber,22,15,0,Spun off,,0
2000,6,European Grand Prix,2000-05-21,Schumacher,Ferrari,1,2,67,Finished,1:42:00.307,10
2000,6,European Grand Prix,2000-05-21,Häkkinen,McLaren,2,3,67,Finished,+13.822,6
2000,6,European Grand Prix,2000-05-21,Coulthard,McLaren,3,1,66,+1 Lap,,4
2000,6,European Grand Prix,2000-05-21,Barrichello,Ferrari,4,4,66,+1 Lap,,3
2000,6,European Grand Prix,2000-05-21,Fisichella,Benetton,5,7,66,+1 Lap,,2
2000,6,European Grand Prix,2000-05-21,de la Rosa,Arrows,6,12,66,+1 Lap,,1
2000,6,European Grand Prix,2000-05-21,Diniz,Sauber,7,15,65,+2 Laps,,0
2000,6,European Grand Prix,2000-05-21,Mazzacane,Minardi,8,21,65,+2 Laps,,0
2000,6,European Grand Prix,2000-05-21,Alesi,Prost,9,17,65,+2 Laps,,0
2000,6,European Grand Prix,2000-05-21,Button,Williams,10,11,62,Electrical,,0
2000,6,European Grand Prix,2000-05-21,Herbert,Jaguar,11,16,61,Collision,,0
