season,round,raceName,date,driver,constructor,position,grid,laps,status,time,points
1993,1,South African Grand Prix,1993-03-14,Prost,Williams,1,1,72,Finished,1:38:45.082,10
1993,1,South African Grand Prix,1993-03-14,Senna,McLaren,2,2,72,Finished,+1:19.824,6
1993,1,South African Grand Prix,1993-03-14,Blundell,Ligier,3,8,71,+1 Lap,,4
1993,1,South African Grand Prix,1993-03-14,Fittipaldi,Minardi,4,13,71,+1 Lap,,3
1993,1,South African Grand Prix,1993-03-14,Järvilehto,Sauber,5,6,70,+2 Laps,,2
1993,1,South African Grand Prix,1993-03-14,Berger,Ferrari,6,15,69,Engine,,1
1993,1,South African Grand Prix,1993-03-14,Warwick,Footwork,7,22,69,Spun off,,0
1993,1,South African Grand Prix,1993-03-14,Brundle,Ligier,8,12,57,Spun off,,0
1993,1,South African Grand Prix,1993-03-14,Alboreto,Lola,9,21,55,Overheating,,0
1993,1,South African Grand Prix,1993-03-14,Comas,Larrousse,10,19,51,Engine,,0
1993,1,South African Grand Prix,1993-03-14,Patrese,Benetton,11,7,46,Spun off,,0
1993,1,South African Grand Prix,1993-03-14,Schumacher,Benetton,12,3,39,Spun off,,0
1993,1,South African Grand Prix,1993-03-14,Herbert,Team Lotus,13,17,38,Fuel system,,0
1993,1,South African Grand Prix,1993-03-14,Wendlinger,Sauber,14,10,33,Engine,,0
1993,1,South African Grand Prix,1993-03-14,Barrichello,Jordan,15,14,31,Gearbox,,0
1993,1,South African Grand Prix,1993-03-14,Alesi,Ferrari,16,5,30,Suspension,,0
1993,1,South African Grand Prix,1993-03-14,Alliot,Larrousse,17,11,27,Spun off,,0
1993,1,South African Grand Prix,1993-03-14,Barbazza,Minardi,18,24,21,Collision,,0
1993,1,South African Grand Prix,1993-03-14,Suzuki,Footwork,19,20,21,Collision,,0
1993,1,South African Grand Prix,1993-03-14,Badoer,Lola,20,26,20,Gearbox,,0
1993,1,South African Grand Prix,1993-03-14,Hill,Williams,21,4,16,Collision,,0
1993,1,South African Grand Prix,1993-03-14,Zanardi,Team Lotus,22,16,16,Collision,,0
1993,1,South African Grand Prix,1993-03-14,Andretti,McLaren,23,9,4,Collision,,0
1993,1,South African Grand Prix,1993-03-14,Capelli,Jordan,24,18,2,Spun off,,0
1993,1,South African Grand Prix,1993-03-14,Katayama,Tyrrell,25,21,1,Transmission,,0
1993,1,South African Grand Prix,1993-03-14,de Cesaris,Tyrrell,26,23,0,Transmission,,0
1993,2,Brazilian Grand Prix,1993-03-28,Senna,McLaren,1,3,71,Finished,1:51:15.485,10
1993,2,Brazilian Grand Prix,1993-03-28,Hill,Williams,2,2,71,Finished,+16.625,6
1993,2,Brazilian Grand Prix,1993-03-28,Schumacher,Benetton,3,4,71,Finished,+45.436,4
1993,2,Brazilian Grand Prix,1993-03-28,Herbert,Team Lotus,4,12,71,Finished,+46.557,3
1993,2,Brazilian Grand Prix,1993-03-28,Blundell,Ligier,5,10,71,Finished,+52.127,2
1993,2,Brazilian Grand Prix,1993-03-28,Zanardi,Team Lotus,6,15,70,+1 Lap,,1
