season,round,raceName,date,driver,constructor,position,grid,laps,status,time,points
1960,1,Argentine Grand Prix,1960-02-07,McLaren,Cooper-Climax,1,13,80,Finished,2:17:49.5,8
1960,1,Argentine Grand Prix,1960-02-07,Allison,Ferrari,2,7,80,Finished,+26.3,6
1960,1,Argentine Grand Prix,1960-02-07,Trintignant,Cooper-Climax,3,8,80,Finished,+36.9,0
1960,1,Argentine Grand Prix,1960-02-07,Moss,Cooper-Climax,3,8,80,Finished,+36.9,0
1960,1,Argentine Grand Prix,1960-02-07,Menditeguy,Cooper-Maserati,4,12,80,Finished,+53.3,3
1960,1,Argentine Grand Prix,1960-02-07,von Trips,Ferrari,5,5,79,+1 Lap,,2
1960,1,Argentine Grand Prix,1960-02-07,Ireland,Team Lotus,6,2,79,+1 Lap,,1
1960,1,Argentine Grand Prix,1960-02-07,Bonnier,BRM,7,4,79,+1 Lap,,0
1960,1,Argentine Grand Prix,1960-02-07,Hill,Ferrari,8,6,77,+3 Laps,,0
1960,1,Argentine Grand Prix,1960-02-07,Larreta,Team Lotus,9,15,77,+3 Laps,,0
1960,1,Argentine Grand Prix,1960-02-07,González,Ferrari,10,11,77,+3 Laps,,0
1960,1,Argentine Grand Prix,1960-02-07,Bonomi,Cooper-Maserati,11,17,76,+4 Laps,,0
1960,1,Argentine Grand Prix,1960-02-07,Gregory,Behra-Porsche,12,16,76,+4 Laps,,0
1960,1,Argentine Grand Prix,1960-02-07,Munaron,Maserati,13,19,72,+8 Laps,,0
1960,1,Argentine Grand Prix,1960-02-07,Estéfano,Maserati,14,20,70,+10 Laps,,0
1960,1,Argentine Grand Prix,1960-02-07,Schell,Cooper-Climax,15,9,63,Fuel pump,,0
1960,1,Argentine Grand Prix,1960-02-07,Brabham,Cooper-Climax,16,10,42,Gearbox,,0
1960,1,Argentine Grand Prix,1960-02-07,Moss,Cooper-Climax,17,1,40,Suspension,,0
1960,1,Argentine Grand Prix,1960-02-07,Hill,BRM,18,3,37,Overheating,,0
1960,1,Argentine Grand Prix,1960-02-07,Stacey,Team Lotus,19,14,24,Physical,,0
1960,1,Argentine Grand Prix,1960-02-07,Chimeri,Maserati,20,21,23,Physical,,0
1960,1,Argentine Grand Prix,1960-02-07,Creus,Maserati,21,22,16,Physical,,0
1960,1,Argentine Grand Prix,1960-02-07,Scarlatti,Maserati,22,18,11,Overheating,,0
1960,2,Monaco Grand Prix,1960-05-29,Moss,Team Lotus,1,1,100,Finished,2:53:45.5,8
1960,2,Monaco Grand Prix,1960-05-29,McLaren,Cooper-Climax,2,11,100,Finished,+52.1,6
1960,2,Monaco Grand Prix,1960-05-29,Hill,Ferrari,3,10,100,Finished,+1:01.9,4
1960,2,Monaco Grand Prix,1960-05-29,Brooks,Cooper-Climax,4,3,99,+1 Lap,,3
1960,2,Monaco Grand Prix,1960-05-29,Bonnier,BRM,5,5,83,+17 Laps,,2
1960,2,Monaco Grand Prix,1960-05-29,Ginther,Ferrari,6,9,70,+30 Laps,,1
1960,2,Monaco Grand Prix,1960-05-29,Hill,BRM,7,6,66,Spun off,,0
