season,round,raceName,date,driver,constructor,position,grid,laps,status,time,points
1994,1,Brazilian Grand Prix,1994-03-27,Schumacher,Benetton,1,2,71,Finished,1:35:39.2,10
1994,1,Brazilian Grand Prix,1994-03-27,Hill,Williams,2,4,70,+1 Lap,,6
1994,1,Brazilian Grand Prix,1994-03-27,Alesi,Ferrari,3,3,70,+1 Lap,,4
1994,1,Brazilian Grand Prix,1994-03-27,Barrichello,Jordan,4,14,70,+1 Lap,,3
1994,1,Brazilian Grand Prix,1994-03-27,Katayama,Tyrrell,5,10,69,+2 Laps,,2
1994,1,Brazilian Grand Prix,1994-03-27,Wendlinger,Sauber,6,7,69,+2 Laps,,1
1994,1,Brazilian Grand Prix,1994-03-27,Herbert,Team Lotus,7,21,69,+2 Laps,,0
1994,1,Brazilian Grand Prix,1994-03-27,Martini,Minardi,8,15,69,+2 Laps,,0
1994,1,Brazilian Grand Prix,1994-03-27,Comas,Larrousse,9,13,68,+3 Laps,,0
1994,1,Brazilian Grand Prix,1994-03-27,Lamy,Team Lotus,10,24,68,+3 Laps,,0
1994,1,Brazilian Grand Prix,1994-03-27,Panis,Ligier,11,19,68,+3 Laps,,0
1994,1,Brazilian Grand Prix,1994-03-27,Brabham,Simtek,12,26,67,+4 Laps,,0
1994,1,Brazilian Grand Prix,1994-03-27,Senna,Williams,13,1,55,Spun off,,0
1994,1,Brazilian Grand Prix,1994-03-27,Brundle,McLaren,14,18,34,Collision,,0
1994,1,Brazilian Grand Prix,1994-03-27,Irvine,Jordan,15,16,34,Collision,,0
1994,1,Brazilian Grand Prix,1994-03-27,Verstappen,Benetton,16,9,34,Collision,,0
1994,1,Brazilian Grand Prix,1994-03-27,Bernard,Ligier,17,20,33,Collision,,0
1994,1,Brazilian Grand Prix,1994-03-27,Blundell,Tyrrell,18,12,21,Spun off,,0
1994,1,Brazilian Grand Prix,1994-03-27,Fittipaldi,Footwork,19,11,21,Gearbox,,0
1994,1,Brazilian Grand Prix,1994-03-27,Frentzen,Sauber,20,5,15,Spun off,,0
1994,1,Brazilian Grand Prix,1994-03-27,Häkkinen,McLaren,21,8,13,Engine,,0
1994,1,Brazilian Grand Prix,1994-03-27,Alboreto,Minardi,22,22,7,Engine,,0
1994,1,Brazilian Grand Prix,1994-03-27,Morbidelli,Footwork,23,6,5,Gearbox,,0
1994,1,Brazilian Grand Prix,1994-03-27,Berger,Ferrari,24,17,5,Engine,,0
1994,1,Brazilian Grand Prix,1994-03-27,Beretta,Larrousse,25,23,2,Accident,,0
1994,1,Brazilian Grand Prix,1994-03-27,Gachot,Pacific,26,25,1,Accident,,0
1994,1,Brazilian Grand Prix,1994-03-27,Ratzenberger,Simtek,27,27,0,Did not qualify,,0
1994,1,Brazilian Grand Prix,1994-03-27,Belmondo,Pacific,28,28,0,Did not qualify,,0
1994,2,Pacific Grand Prix,1994-04-17,Schumacher,Benetton,1,2,83,Finished,1:46:01.693,10
1994,2,Pacific Grand Prix,1994-04-17,Berger,Ferrari,2,5,83,Finished,+1:15.300,6
1994,2,Pacific Grand Prix,1994-04-17,Barrichello,Jordan,3,8,82,+1 Lap,,4
1994,2,Pacific Grand Prix,1994-04-17,Fittipaldi,Footwork,4,9,82,+1 Lap,,3
1994,2,Pacific Grand Prix,1994-04-17,Frentzen,Sauber,5,11,82,+1 Lap,,2
1994,2,Pacific Grand Prix,1994-04-17,Comas,Larrousse,6,16,80,+3 Laps,,1
1994,2,Pacific Grand Prix,1994-04-17,Herbert,Team Lotus,7,23,80,+3 Laps,,0
1994,2,Pacific Grand Prix,1994-04-17,Lamy,Team Lotus,8,24,79,+4 Laps,,0
1994,2,Pacific Grand Prix,1994-04-17,Panis,Ligier,9,22,78,+5 Laps,,0
1994,2,Pacific Grand Prix,1994-04-17,Bernard,Ligier,10,18,78,+5 Laps,,0
1994,2,Pacific Grand Prix,1994-04-17,Ratzenberger,Simtek,11,26,78,+5 Laps,,0
1994,2,Pacific Grand Prix,1994-04-17,Morbidelli,Footwork,12,13,69,Engine,,0
1994,2,Pacific Grand Prix,1994-04-17,Wendlinger,Sauber,13,19,69,Collision,,0
1994,2,Pacific Grand Prix,1994-04-17,Alboreto,Minardi,14,15,69,Collision,,0
1994,2,Pacific Grand Prix,1994-04-17,Brundle,McLaren,15,6,67,Overheating,,0
1994,2,Pacific Grand Prix,1994-04-17,Martini,Minardi,16,17,63,Spun off,,0
1994,2,Pacific Grand Prix,1994-04-17,Verstappen,Benetton,17,10,54,Spun off,,0
1994,2,Pacific Grand Prix,1994-04-17,Hill,Williams,18,3,49,Transmission,,0
1994,2,Pacific Grand Prix,1994-04-17,Suzuki,Jordan,19,20,44,Steering,,0
1994,2,Pacific Grand Prix,1994-04-17,Katayama,Tyrrell,20,14,42,Engine,,0
1994,2,Pacific Grand Prix,1994-04-17,Häkkinen,McLaren,21,4,19,Gearbox,,0
1994,2,Pacific Grand Prix,1994-04-17,Beretta,Larrousse,22,21,14,Electrical,,0
1994,2,Pacific Grand Prix,1994-04-17,Brabham,Simtek,23,25,2,Electrical,,0
1994,2,Pacific Grand Prix,1994-04-17,Senna,Williams,24,1,0,Collision,,0
1994,2,Pacific Grand Prix,1994-04-17,Larini,Ferrari,25,7,0,Collision,,0
1994,2,Pacific Grand Prix,1994-04-17,Blundell,Tyrrell,26,12,0,Collision,,0
1994,2,Pacific Grand Prix,1994-04-17,Gachot,Pacific,27,0,0,Did not qualify,,0
1994,2,Pacific Grand Prix,1994-04-17,Belmondo,Pacific,28,0,0,Did not qualify,,0
1994,3,San Marino Grand Prix,1994-05-01,Schumacher,Benetton,1,2,58,Finished,1:28:28.642,10
1994,3,San Marino Grand Prix,1994-05-01,Larini,Ferrari,2,6,58,Finished,+54.942,6
1994,3,San Marino Grand Prix,1994-05-01,Häkkinen,McLaren,3,8,58,Finished,+70.679,4
1994,3,San Marino Grand Prix,1994-05-01,Wendlinger,Sauber,4,10,58,Finished,+73.658,3
1994,3,San Marino Grand Prix,1994-05-01,Katayama,Tyrrell,5,9,57,+1 Lap,,2
1994,3,San Marino Grand Prix,1994-05-01,Hill,Williams,6,4,57,+1 Lap,,1
1994,3,San Marino Grand Prix,1994-05-01,Frentzen,Sauber,7,7,57,+1 Lap,,0
1994,3,San Marino Grand Prix,1994-05-01,Brundle,McLaren,8,13,57,+1 Lap,,0
1994,3,San Marino Grand Prix,1994-05-01,Blundell,Tyrrell,9,12,56,+2 Laps,,0
1994,3,San Marino Grand Prix,1994-05-01,Herbert,Team Lotus,10,20,56,+2 Laps,,0
1994,3,San Marino Grand Prix,1994-05-01,Panis,Ligier,11,19,56,+2 Laps,,0
1994,3,San Marino Grand Prix,1994-05-01,Bernard,Ligier,12,17,55,+3 Laps,,0
1994,3,San Marino Grand Prix,1994-05-01,Fittipaldi,Footwork,13,16,54,Spun off,,0
1994,3,San Marino Grand Prix,1994-05-01,de Cesaris,Jordan,14,21,49,Spun off,,0
1994,3,San Marino Grand Prix,1994-05-01,Alboreto,Minardi,15,15,44,Wheel,,0
1994,3,San Marino Grand Prix,1994-05-01,Morbidelli,Footwork,16,11,40,Engine,,0
1994,3,San Marino Grand Prix,1994-05-01,Martini,Minardi,17,14,37,Spun off,,0
1994,3,San Marino Grand Prix,1994-05-01,Brabham,Simtek,18,24,27,Spun off,,0
1994,3,San Marino Grand Prix,1994-05-01,Gachot,Pacific,19,25,23,Engine,,0
1994,3,San Marino Grand Prix,1994-05-01,Beretta,Larrousse,20,23,17,Engine,,0
1994,3,San Marino Grand Prix,1994-05-01,Berger,Ferrari,21,3,16,Suspension,,0
1994,3,San Marino Grand Prix,1994-05-01,Senna,Williams,22,1,5,Accident,,0
1994,3,San Marino Grand Prix,1994-05-01,Comas,Larrousse,23,18,5,Withdrew,,0
1994,3,San Marino Grand Prix,1994-05-01,Järvilehto,Benetton,24,5,0,Collision,,0
1994,3,San Marino Grand Prix,1994-05-01,Lamy,Team Lotus,25,22,0,Collision,,0
1994,3,San Marino Grand Prix,1994-05-01,Ratzenberger,Simtek,26,0,0,Accident,,0
1994,3,San Marino Grand Prix,1994-05-01,Barrichello,Jordan,27,0,0,Injury,,0
1994,3,San Marino Grand Prix,1994-05-01,Belmondo,Pacific,28,0,0,Did not qualify,,0
1994,4,Monaco Grand Prix,1994-05-15,Schumacher,Benetton,1,1,78,Finished,1:49:55.3,10
1994,4,Monaco Grand Prix,1994-05-15,Brundle,McLaren,2,8,78,Finished,+37.278,6
1994,4,Monaco Grand Prix,1994-05-15,Berger,Ferrari,3,3,78,Finished,+1:16.824,4
1994,4,Monaco Grand Prix,1994-05-15,de Cesaris,Jordan,4,14,77,+1 Lap,,3
1994,4,Monaco Grand Prix,1994-05-15,Alesi,Ferrari,5,5,77,+1 Lap,,2
1994,4,Monaco Grand Prix,1994-05-15,Alboreto,Minardi,6,12,77,+1 Lap,,1
1994,4,Monaco Grand Prix,1994-05-15,Järvilehto,Benetton,7,17,77,+1 Lap,,0
1994,4,Monaco Grand Prix,1994-05-15,Beretta,Larrousse,8,18,76,+2 Laps,,0
1994,4,Monaco Grand Prix,1994-05-15,Panis,Ligier,9,20,76,+2 Laps,,0
1994,4,Monaco Grand Prix,1994-05-15,Comas,Larrousse,10,13,75,+3 Laps,,0
1994,4,Monaco Grand Prix,1994-05-15,Lamy,Team Lotus,11,19,73,+5 Laps,,0
1994,4,Monaco Grand Prix,1994-05-15,Herbert,Team Lotus,12,16,68,Gearbox,,0
1994,4,Monaco Grand Prix,1994-05-15,Belmondo,Pacific,13,24,53,Physical,,0
1994,4,Monaco Grand Prix,1994-05-15,Gachot,Pacific,14,23,49,Gearbox,,0
1994,4,Monaco Grand Prix,1994-05-15,Fittipaldi,Footwork,15,6,47,Gearbox,,0
1994,4,Monaco Grand Prix,1994-05-15,Brabham,Simtek,16,22,45,Engine,,0
1994,4,Monaco Grand Prix,1994-05-15,Blundell,Tyrrell,17,10,40,Engine,,0
1994,4,Monaco Grand Prix,1994-05-15,Katayama,Tyrrell,18,11,38,Gearbox,,0
1994,4,Monaco Grand Prix,1994-05-15,Bernard,Ligier,19,21,34,Spun off,,0
1994,4,Monaco Grand Prix,1994-05-15,Barrichello,Jordan,20,15,27,Electrical,,0
1994,4,Monaco Grand Prix,1994-05-15,Häkkinen,McLaren,21,2,0,Collision,,0
1994,4,Monaco Grand Prix,1994-05-15,Hill,Williams,22,4,0,Collision,,0
1994,4,Monaco Grand Prix,1994-05-15,Morbidelli,Footwork,23,7,0,Collision,,0
1994,4,Monaco Grand Prix,1994-05-15,Martini,Minardi,24,9,0,Collision,,0
1994,4,Monaco Grand Prix,1994-05-15,Frentzen,Sauber,25,0,0,Withdrew,,0
1994,4,Monaco Grand Prix,1994-05-15,Wendlinger,Sauber,26,0,0,Injury,,0
1994,5,Spanish Grand Prix,1994-05-29,Hill,Williams,1,2,65,Finished,1:36:14.3,10
1994,5,Spanish Grand Prix,1994-05-29,Schumacher,Benetton,2,1,65,Finished,+24.166,6
1994,5,Spanish Grand Prix,1994-05-29,Blundell,Tyrrell,3,11,65,Finished,+1:26.969,4
1994,5,Spanish Grand Prix,1994-05-29,Alesi,Ferrari,4,6,64,+1 Lap,,3
1994,5,Spanish Grand Prix,1994-05-29,Martini,Minardi,5,18,64,+1 Lap,,2
1994,5,Spanish Grand Prix,1994-05-29,Irvine,Jordan,6,13,64,+1 Lap,,1
1994,5,Spanish Grand Prix,1994-05-29,Panis,Ligier,7,19,63,+2 Laps,,0
1994,5,Spanish Grand Prix,1994-05-29,Bernard,Ligier,8,20,62,+3 Laps,,0
1994,5,Spanish Grand Prix,1994-05-29,Zanardi,Team Lotus,9,23,62,+3 Laps,,0
1994,5,Spanish Grand Prix,1994-05-29,Brabham,Simtek,10,24,61,+4 Laps,,0
1994,5,Spanish Grand Prix,1994-05-29,Brundle,McLaren,11,8,59,Transmission,,0
1994,5,Spanish Grand Prix,1994-05-29,Järvilehto,Benetton,12,4,53,Engine,,0
1994,5,Spanish Grand Prix,1994-05-29,Häkkinen,McLaren,13,3,48,Engine,,0
1994,5,Spanish Grand Prix,1994-05-29,Herbert,Team Lotus,14,22,41,Spun off,,0
1994,5,Spanish Grand Prix,1994-05-29,Barrichello,Jordan,15,5,39,Spun off,,0
1994,5,Spanish Grand Prix,1994-05-29,Fittipaldi,Footwork,16,21,35,Engine,,0
1994,5,Spanish Grand Prix,1994-05-29,Coulthard,Williams,17,9,32,Electrical,,0
1994,5,Spanish Grand Prix,1994-05-29,Gachot,Pacific,18,25,32,Broken wing,,0
1994,5,Spanish Grand Prix,1994-05-29,Berger,Ferrari,19,7,27,Gearbox,,0
1994,5,Spanish Grand Prix,1994-05-29,Morbidelli,Footwork,20,15,24,Fuel system,,0
1994,5,Spanish Grand Prix,1994-05-29,Frentzen,Sauber,21,12,21,Gearbox,,0
1994,5,Spanish Grand Prix,1994-05-29,Comas,Larrousse,22,16,19,Radiator,,0
1994,5,Spanish Grand Prix,1994-05-29,Katayama,Tyrrell,23,10,16,Engine,,0
1994,5,Spanish Grand Prix,1994-05-29,Alboreto,Minardi,24,14,4,Engine,,0
1994,5,Spanish Grand Prix,1994-05-29,Belmondo,Pacific,25,26,2,Spun off,,0
1994,5,Spanish Grand Prix,1994-05-29,Beretta,Larrousse,26,17,0,Engine,,0
1994,5,Spanish Grand Prix,1994-05-29,Montermini,Simtek,27,0,0,Injury,,0
1994,6,Canadian Grand Prix,1994-06-12,Schumacher,Benetton,1,1,69,Finished,1:44:32.1,10
1994,6,Canadian Grand Prix,1994-06-12,Hill,Williams,2,4,69,Finished,+39.66,6
1994,6,Canadian Grand Prix,1994-06-12,Alesi,Ferrari,3,2,69,Finished,+1:13.338,4
1994,6,Canadian Grand Prix,1994-06-12,Berger,Ferrari,4,3,69,Finished,+1:15.609,3
1994,6,Canadian Grand Prix,1994-06-12,Coulthard,Williams,5,5,68,+1 Lap,,2
1994,6,Canadian Grand Prix,1994-06-12,Järvilehto,Benetton,6,20,68,+1 Lap,,1
1994,6,Canadian Grand Prix,1994-06-12,Barrichello,Jordan,7,6,68,+1 Lap,,0
1994,6,Canadian Grand Prix,1994-06-12,Herbert,Team Lotus,8,17,68,+1 Lap,,0
1994,6,Canadian Grand Prix,1994-06-12,Martini,Minardi,9,15,68,+1 Lap,,0
1994,6,Canadian Grand Prix,1994-06-12,Blundell,Tyrrell,10,13,67,Spun off,,0
1994,6,Canadian Grand Prix,1994-06-12,Alboreto,Minardi,11,18,67,+2 Laps,,0
1994,6,Canadian Grand Prix,1994-06-12,Panis,Ligier,12,19,67,+2 Laps,,0
1994,6,Canadian Grand Prix,1994-06-12,Bernard,Ligier,13,24,66,+3 Laps,,0
1994,6,Canadian Grand Prix,1994-06-12,Brabham,Simtek,14,25,65,+4 Laps,,0
1994,6,Canadian Grand Prix,1994-06-12,Zanardi,Team Lotus,15,23,62,+7 Laps,,0
1994,6,Canadian Grand Prix,1994-06-12,Fittipaldi,Footwork,16,16,68,Disqualified,,0
1994,6,Canadian Grand Prix,1994-06-12,Häkkinen,McLaren,17,7,61,Engine,,0
1994,6,Canadian Grand Prix,1994-06-12,Beretta,Larrousse,18,22,57,Engine,,0
1994,6,Canadian Grand Prix,1994-06-12,Morbidelli,Footwork,19,11,50,Transmission,,0
1994,6,Canadian Grand Prix,1994-06-12,Gachot,Pacific,20,26,47,Oil pressure,,0
1994,6,Canadian Grand Prix,1994-06-12,Comas,Larrousse,21,21,45,Clutch,,0
1994,6,Canadian Grand Prix,1994-06-12,Katayama,Tyrrell,22,9,44,Accident,,0
1994,6,Canadian Grand Prix,1994-06-12,Irvine,Jordan,23,8,40,Spun off,,0
1994,6,Canadian Grand Prix,1994-06-12,de Cesaris,Sauber,24,14,24,Oil pressure,,0
1994,6,Canadian Grand Prix,1994-06-12,Frentzen,Sauber,25,10,5,Spun off,,0
1994,6,Canadian Grand Prix,1994-06-12,Brundle,McLaren,26,12,3,Electrical,,0
1994,6,Canadian Grand Prix,1994-06-12,Belmondo,Pacific,27,0,0,Did not qualify,,0
1994,7,French Grand Prix,1994-07-03,Schumacher,Benetton,1,3,72,Finished,1:38:36.2,10
1994,7,French Grand Prix,1994-07-03,Hill,Williams,2,1,72,Finished,+12.642,6
1994,7,French Grand Prix,1994-07-03,Berger,Ferrari,3,5,72,Finished,+52.765,4
1994,7,French Grand Prix,1994-07-03,Frentzen,Sauber,4,10,71,+1 Lap,,3
1994,7,French Grand Prix,1994-07-03,Martini,Minardi,5,16,70,+2 Laps,,2
1994,7,French Grand Prix,1994-07-03,de Cesaris,Sauber,6,11,70,+2 Laps,,1
1994,7,French Grand Prix,1994-07-03,Herbert,Team Lotus,7,19,70,+2 Laps,,0
1994,7,French Grand Prix,1994-07-03,Fittipaldi,Footwork,8,18,70,+2 Laps,,0
1994,7,French Grand Prix,1994-07-03,Gounon,Simtek,9,26,68,+4 Laps,,0
1994,7,French Grand Prix,1994-07-03,Blundell,Tyrrell,10,17,67,+5 Laps,,0
