season,round,raceName,date,driver,constructor,position,grid,laps,status,time,points
1991,1,United States Grand Prix,1991-03-10,Senna,McLaren,1,1,81,Finished,2:00:47.828,10
1991,1,United States Grand Prix,1991-03-10,Prost,Ferrari,2,2,81,Finished,+16.322,6
1991,1,United States Grand Prix,1991-03-10,Piquet,Benetton,3,5,81,Finished,+1:17.376,4
1991,1,United States Grand Prix,1991-03-10,Modena,Tyrrell,4,11,81,Finished,+1:25.409,3
1991,1,United States Grand Prix,1991-03-10,Nakajima,Tyrrell,5,16,80,+1 Lap,,2
1991,1,United States Grand Prix,1991-03-10,Suzuki,Larrousse,6,21,79,+2 Laps,,1
1991,1,United States Grand Prix,1991-03-10,Larini,Lambo,7,17,78,+3 Laps,,0
1991,1,United States Grand Prix,1991-03-10,Tarquini,AGS,8,22,77,+4 Laps,,0
1991,1,United States Grand Prix,1991-03-10,Martini,Minardi,9,15,75,Engine,,0
1991,1,United States Grand Prix,1991-03-10,Gachot,Jordan,10,14,75,Engine,,0
1991,1,United States Grand Prix,1991-03-10,Brundle,Brabham,11,12,73,+8 Laps,,0
1991,1,United States Grand Prix,1991-03-10,Alesi,Ferrari,12,6,72,Gearbox,,0
1991,1,United States Grand Prix,1991-03-10,Häkkinen,Team Lotus,13,13,59,Engine,,0
1991,1,United States Grand Prix,1991-03-10,Patrese,Williams,14,3,49,Gearbox,,0
1991,1,United States Grand Prix,1991-03-10,Moreno,Benetton,15,8,49,Collision,,0
1991,1,United States Grand Prix,1991-03-10,Alboreto,Footwork,16,25,41,Engine,,0
1991,1,United States Grand Prix,1991-03-10,Capelli,Leyton House,17,18,40,Gearbox,,0
1991,1,United States Grand Prix,1991-03-10,Boutsen,Ligier,18,20,40,Engine,,0
1991,1,United States Grand Prix,1991-03-10,Berger,McLaren,19,7,36,Fuel pump,,0
1991,1,United States Grand Prix,1991-03-10,Mansell,Williams,20,4,35,Gearbox,,0
1991,1,United States Grand Prix,1991-03-10,Gugelmin,Leyton House,21,23,34,Gearbox,,0
1991,1,United States Grand Prix,1991-03-10,Blundell,Brabham,22,24,32,Spun off,,0
1991,1,United States Grand Prix,1991-03-10,Pirro,Dallara,23,9,16,Gearbox,,0
1991,1,United States Grand Prix,1991-03-10,Morbidelli,Minardi,24,26,15,Gearbox,,0
1991,1,United States Grand Prix,1991-03-10,Järvilehto,Dallara,25,10,12,Gearbox,,0
1991,1,United States Grand Prix,1991-03-10,Bernard,Larrousse,26,19,4,Engine,,0
1991,1,United States Grand Prix,1991-03-10,Caffi,Footwork,27,0,0,Did not qualify,,0
1991,1,United States Grand Prix,1991-03-10,Johansson,AGS,28,0,0,Did not qualify,,0
1991,1,United States Grand Prix,1991-03-10,Comas,Ligier,29,0,0,Did not qualify,,0
1991,1,United States Grand Prix,1991-03-10,Bailey,Team Lotus,30,0,0,Did not qualify,,0
1991,1,United States Grand Prix,1991-03-10,de Cesaris,Jordan,31,0,0,Did not prequalify,,0
1991,1,United States Grand Prix,1991-03-10,Chaves,Coloni,32,0,0,Did not prequalify,,0
1991,1,United States Grand Prix,1991-03-10,Grouillard,Fondmetal,33,0,0,Did not prequalify,,0
1991,1,United States Grand Prix,1991-03-10,van de Poele,Lambo,34,0,0,Did not prequalify,,0
1991,2,Brazilian Grand Prix,1991-03-24,Senna,McLaren,1,1,71,Finished,1:38:28.128,10
1991,2,Brazilian Grand Prix,1991-03-24,Patrese,Williams,2,2,71,Finished,+2.991,6
1991,2,Brazilian Grand Prix,1991-03-24,Berger,McLaren,3,4,71,Finished,+5.416,4
1991,2,Brazilian Grand Prix,1991-03-24,Prost,Ferrari,4,6,71,Finished,+18.369,3
1991,2,Brazilian Grand Prix,1991-03-24,Piquet,Benetton,5,7,71,Finished,+21.960,2
1991,2,Brazilian Grand Prix,1991-03-24,Alesi,Ferrari,6,5,71,Finished,+23.641,1
1991,2,Brazilian Grand Prix,1991-03-24,Moreno,Benetton,7,14,70,+1 Lap,,0
1991,2,Brazilian Grand Prix,1991-03-24,Morbidelli,Minardi,8,21,69,+2 Laps,,0
1991,2,Brazilian Grand Prix,1991-03-24,Häkkinen,Team Lotus,9,22,68,+3 Laps,,0
1991,2,Brazilian Grand Prix,1991-03-24,Boutsen,Ligier,10,18,68,+3 Laps,,0
1991,2,Brazilian Grand Prix,1991-03-24,Pirro,Dallara,11,12,68,+3 Laps,,0
1991,2,Brazilian Grand Prix,1991-03-24,Brundle,Brabham,12,26,67,+4 Laps,,0
1991,2,Brazilian Grand Prix,1991-03-24,Gachot,Jordan,13,10,63,Fuel system,,0
1991,2,Brazilian Grand Prix,1991-03-24,Mansell,Williams,14,3,59,Gearbox,,0
1991,2,Brazilian Grand Prix,1991-03-24,Comas,Ligier,15,23,50,Engine,,0
1991,2,Brazilian Grand Prix,1991-03-24,Martini,Minardi,16,20,47,Spun off,,0
1991,2,Brazilian Grand Prix,1991-03-24,Blundell,Brabham,17,25,34,Engine,,0
1991,2,Brazilian Grand Prix,1991-03-24,Bernard,Larrousse,18,11,33,Radiator,,0
1991,2,Brazilian Grand Prix,1991-03-24,Järvilehto,Dallara,19,19,22,Electrical,,0
1991,2,Brazilian Grand Prix,1991-03-24,de Cesaris,Jordan,20,13,20,Engine,,0
1991,2,Brazilian Grand Prix,1991-03-24,Modena,Tyrrell,21,9,19,Gearbox,,0
1991,2,Brazilian Grand Prix,1991-03-24,Capelli,Leyton House,22,15,16,Transmission,,0
1991,2,Brazilian Grand Prix,1991-03-24,Nakajima,Tyrrell,23,16,12,Spun off,,0
1991,2,Brazilian Grand Prix,1991-03-24,Gugelmin,Leyton House,24,8,9,Physical,,0
1991,2,Brazilian Grand Prix,1991-03-24,Tarquini,AGS,25,24,0,Suspension,,0
1991,2,Brazilian Grand Prix,1991-03-24,Suzuki,Larrousse,26,17,0,Fuel pump,,0
1991,2,Brazilian Grand Prix,1991-03-24,Caffi,Footwork,27,0,0,Did not qualify,,0
1991,2,Brazilian Grand Prix,1991-03-24,Johansson,AGS,28,0,0,Did not qualify,,0
1991,2,Brazilian Grand Prix,1991-03-24,Alboreto,Footwork,29,0,0,Did not qualify,,0
1991,2,Brazilian Grand Prix,1991-03-24,Bailey,Team Lotus,30,0,0,Did not qualify,,0
1991,2,Brazilian Grand Prix,1991-03-24,Grouillard,Fondmetal,31,0,0,Did not prequalify,,0
1991,2,Brazilian Grand Prix,1991-03-24,van de Poele,Lambo,32,0,0,Did not prequalify,,0
1991,2,Brazilian Grand Prix,1991-03-24,Larini,Lambo,33,0,0,Did not prequalify,,0
1991,2,Brazilian Grand Prix,1991-03-24,Chaves,Coloni,34,0,0,Did not prequalify,,0
1991,3,San Marino Grand Prix,1991-04-28,Senna,McLaren,1,1,61,Finished,1:35:14.750,10
1991,3,San Marino Grand Prix,1991-04-28,Berger,McLaren,2,5,61,Finished,+1.675,6
1991,3,San Marino Grand Prix,1991-04-28,Järvilehto,Dallara,3,16,60,+1 Lap,,4
